Age,EdLevel,Employment,YearsOfExperience,Income
50,1,1,26,38200
27,1,1,5,16200
34,1,1,8,21200
25,2,1,2,13800
26,1,1,4,15200
31,1,1,7,19200
24,1,1,2,13200
29,1,1,9,19200
31,1,1,11,21200
31,1,1,3,17200
19,1,0.5,0,9650
27,1,1,6,16700
27,3,0,0,13800
32,1,1,9,20700
41,2,1,15,28300
24,2,1,4,14300
27,1,1,0,13700
27,1,1,3,15200
35,1,1,10,22700
58,3,1,25,41900
25,1,1,3,14200
33,2,1,9,21300
26,1,1,2,14200
30,1,1,10,20200
57,1,1,33,45200
27,1,1,4,15700
22,1,1,1,11700
48,2,1,20,34300
23,1,1,0,11700
31,1,1,12,21700
29,2,1,5,17300
28,1,1,3,15700
24,1,1,0,12200
25,1,1,3,14200
36,2,1,5,20800
22,1,1,2,12200
27,1,0.5,0,13650
30,1,1,8,19200
49,2,1,25,37300
28,1,1,2,15200
37,1,1,14,25700
29,1,1,5,17200
25,1,1,4,14700
26,3,1,1,13900
28,1,1,2,15200
37,1,1,15,26200
35,1,1,10,22700
36,2,1,7,21800
25,1,1,0,12700
25,1,0.5,0,12650
25,1,1,2,13700
40,1,1,11,25700
22,1,0.5,0,11150
35,1,1,0,17700
35,1,1,14,24700
22,1,1,1,11700
25,1,1,3,14200
25,2,1,2,13800
28,1,1,2,15200
27,1,1,5,16200
25,2,0.5,0,12750
30,3,1,8,19400
28,1,1,5,16700
43,2,1,17,30300
34,2,1,13,23800
46,1,0,0,23100
25,2,0,0,12700
27,1,1,5,16200
33,1,1,10,21700
28,1,0.5,0,14150
25,1,1,4,14700
23,1,0.5,0,11650
29,2,1,6,17800
33,2,1,10,21800
23,1,1,2,12700
35,1,1,10,22700
20,1,0.5,0,10150
26,1,1,6,16200
23,1,1,2,12700
23,1,1,9,16200
35,1,1,10,22700
30,2,1,6,18300
32,2,1,13,22800
24,1,1,2,13200
35,1,1,10,22700
52,1,1,11,31700
31,1,1,10,20700
28,2,1,1,14800
24,1,1,3,13700
37,1,1,7,22200
24,1,1,5,14700
28,1,1,7,17700
36,1,1,14,25200
44,2,1,19,31800
28,1,1,7,17700
30,2,1,6,18300
35,1,1,9,22200
29,1,1,5,17200
34,2,1,14,24300
30,1,1,7,18700
31,2,1,6,18800
23,1,1,2,12700
25,1,1,0,12700
26,1,1,5,15700
32,1,1,5,18700
30,1,1,2,16200
35,1,1,15,25200
36,1,1,11,23700
38,1,1,20,29200
23,1,1,2,12700
76,1,0,0,38100
54,3,1,31,42900
53,1,1,3,28200
24,1,1,3,13700
25,1,1,2,13700
35,2,1,10,22800
22,1,1,0,11200
25,1,1,1,13200
35,2,1,0,17800
42,2,1,20,31300
35,2,1,17,26300
40,1,0,0,20100
39,1,1,19,29200
35,2,1,8,21800
38,1,1,13,25700
23,2,1,3,13300
53,2,1,27,40300
36,1,1,14,25200
27,2,1,9,18300
29,2,1,7,18300
42,1,1,22,32200
27,1,1,3,15200
27,1,1,4,15700
50,2,1,15,32800
21,1,0.5,0,10650
25,1,1,3,14200
37,2,1,10,23800
38,1,1,16,27200
46,1,1,24,35200
37,1,1,16,26700
45,1,1,22,33700
25,1,1,3,14200
37,2,1,15,26300
26,2,1,4,15300
28,1,1,4,16200
33,2,1,7,20300
58,2,1,30,44300
59,1,1,10,34700
40,2,1,14,27300
27,1,1,1,14200
25,2,1,3,14300
30,1,1,4,17200
36,1,1,15,25700
30,1,1,7,18700
22,1,0.5,0,11150
29,1,1,3,16200
20,1,0,0,10100
29,1,1,3,16200
42,1,1,16,29200
21,1,1,0,10700
39,1,1,15,27200
48,1,1,25,36700
34,3,1,8,21400
27,1,1,3,15200
26,2,1,4,15300
27,1,0,0,13600
64,3,1,33,48900
28,2,1,0,14300
32,1,1,6,19200
37,1,1,10,23700
31,1,1,10,20700
24,1,1,3,13700
55,2,1,32,43800
40,1,1,20,30200
36,3,1,7,21900
33,2,1,10,21800
28,2,1,3,15800
40,2,1,12,26300
29,1,1,12,20700
22,1,0.5,0,11150
50,2,1,30,40300
59,1,1,35,47200
33,2,1,5,19300
30,1,1,4,17200
27,2,1,6,16800
28,3,1,5,16900
33,1,1,11,22200
32,1,1,9,20700
34,1,1,2,18200
39,2,1,18,28800
28,1,1,3,15700
22,1,1,1,11700
29,1,1,6,17700
30,1,1,21,25700
24,1,1,1,12700
29,2,1,7,18300
22,1,1,6,14200
45,1,1,18,31700
23,1,1,3,13200
35,1,1,12,23700
26,1,1,5,15700
30,1,1,7,18700
27,1,1,5,16200
53,2,1,30,41800
37,1,1,16,26700
23,1,1,4,13700
27,1,1,5,16200
28,1,1,2,15200
28,2,1,7,17800
26,1,1,4,15200
21,2,0.5,0,10750
24,2,1,2,13300
28,1,0,0,14100
26,1,1,3,14700
43,1,1,20,31700
33,1,1,12,22700
57,2,1,12,34800
30,1,1,12,21200
30,1,1,1,15700
30,1,1,8,19200
40,1,1,16,28200
26,1,1,4,15200
24,1,1,1,12700
32,1,1,6,19200
27,1,0,0,13600
25,2,1,5,15300
26,1,1,2,14200
23,2,1,2,12800
42,3,1,18,30400
33,2,1,5,19300
33,1,1,0,16700
39,2,1,12,25800
26,1,1,4,15200
27,1,1,9,18200
23,2,1,0,11800
21,1,1,2,11700
25,1,1,4,14700
29,1,1,7,18200
31,2,1,3,17300
34,2,1,9,21800
32,2,1,10,21300
31,1,1,1,16200
26,2,1,4,15300
28,2,1,4,16300
26,1,1,3,14700
44,2,1,22,33300
23,1,1,2,12700
32,1,1,8,20200
40,2,1,12,26300
33,1,1,12,22700
35,1,1,7,21200
23,1,1,1,12200
36,1,1,16,26200
22,1,1,3,12700
30,2,1,9,19800
21,1,0,0,10600
30,2,1,8,19300
34,2,1,12,23300
61,3,1,20,40900
23,1,1,3,13200
37,3,0,0,18800
27,2,1,5,16300
22,1,1,1,11700
29,1,1,8,18700
28,2,0,0,14200
26,1,1,3,14700
37,1,1,1,19200
38,1,1,15,26700
40,1,1,7,23700
25,1,1,2,13700
30,1,1,4,17200
41,1,1,16,28700
30,1,1,6,18200
34,2,1,2,18300
48,1,1,32,40200
29,2,1,5,17300
29,1,1,9,19200
28,1,1,5,16700
27,1,1,4,15700
20,1,0.5,0,10150
30,1,1,4,17200
24,1,1,1,12700
30,2,1,3,16800
53,2,1,23,38300
25,1,1,3,14200
31,2,1,8,19800
47,2,1,24,35800
54,2,1,34,44300
38,1,1,12,25200
42,2,1,20,31300
20,1,0.5,0,10150
28,1,1,2,15200
58,2,1,30,44300
25,1,1,4,14700
54,1,1,33,43700
30,1,1,6,18200
29,1,1,5,17200
31,2,1,6,18800
37,1,1,9,23200
32,2,1,10,21300
31,1,1,5,18200
25,1,1,3,14200
25,1,1,4,14700
31,1,1,8,19700
42,3,1,19,30900
23,1,1,2,12700
56,1,1,33,44700
29,1,1,6,17700
49,2,1,30,39800
51,2,1,25,38300
24,1,1,1,12700
32,1,1,0,16200
29,2,0.5,0,14750
26,1,1,5,15700
39,1,1,15,27200
26,1,1,5,15700
27,1,1,3,15200
31,2,1,10,20800
47,2,1,18,32800
25,1,1,4,14700
35,2,1,7,21300
47,2,1,20,33800
46,1,1,17,31700
32,2,1,7,19800
35,1,1,10,22700
29,1,1,1,15200
35,1,0,0,17600
24,1,1,0,12200
28,1,1,3,15700
33,3,1,5,19400
36,2,1,11,23800
30,1,1,0,15200
27,1,1,4,15700
29,1,1,7,18200
54,1,1,23,38700
28,2,1,4,16300
33,1,1,6,19700
45,1,1,21,33200
37,2,1,6,21800
33,1,1,0,16700
28,1,0,0,14100
34,2,1,8,21300
29,1,1,6,17700
23,1,1,3,13200
43,2,1,12,27800
32,1,1,12,22200
25,1,1,5,15200
27,1,1,0,13700
32,1,1,8,20200
27,2,1,7,17300
27,1,1,3,15200
28,2,1,1,14800
23,1,1,3,13200
27,1,1,5,16200
24,1,1,0,12200
30,1,1,7,18700
23,1,1,0,11700
30,1,1,9,19700
34,2,1,10,22300
23,1,1,1,12200
22,1,1,2,12200
22,1,1,1,11700
24,1,1,1,12700
30,2,1,2,16300
27,1,0,0,13600
22,1,1,1,11700
23,2,1,3,13300
31,2,1,4,17800
24,1,1,4,14200
38,1,1,13,25700
31,1,1,6,18700
32,1,1,5,18700
24,1,1,3,13700
29,2,1,7,18300
38,2,1,15,26800
24,2,1,3,13800
23,2,1,5,14300
40,2,1,8,24300
39,1,1,16,27700
19,1,0.5,0,9650
32,1,1,12,22200
28,2,1,4,16300
48,1,1,20,34200
39,1,1,10,24700
33,2,1,4,18800
34,1,1,11,22700
25,1,1,3,14200
28,1,1,4,16200
32,1,1,10,21200
39,2,1,13,26300
28,1,1,3,15700
39,1,1,15,27200
29,1,1,8,18700
23,1,1,1,12200
55,1,1,30,42700
25,1,1,2,13700
26,2,1,2,14300
29,1,1,1,15200
39,1,1,16,27700
23,1,1,2,12700
32,1,1,11,21700
30,1,1,6,18200
28,1,1,7,17700
27,1,1,3,15200
24,1,1,4,14200
39,1,1,15,27200
34,3,1,2,18400
29,1,1,5,17200
26,1,1,3,14700
46,2,1,25,35800
27,1,1,0,13700
40,2,1,13,26800
31,1,1,8,19700
34,1,1,8,21200
37,1,1,14,25700
38,1,1,15,26700
27,1,1,3,15200
27,2,1,10,18800
23,1,1,2,12700
38,1,1,12,25200
36,2,1,13,24800
33,1,1,11,22200
36,1,1,12,24200
32,1,1,2,17200
28,1,1,9,18700
26,2,1,2,14300
41,2,1,15,28300
25,1,1,8,16700
43,1,1,30,36700
27,1,1,1,14200
30,1,1,5,17700
30,1,1,8,19200
28,2,1,3,15800
26,1,1,8,17200
25,2,1,2,13800
32,2,1,0,16300
28,2,1,6,17300
27,1,1,2,14700
33,3,1,8,20900
20,1,0.5,0,10150
33,2,1,10,21800
33,2,1,10,21800
32,1,1,6,19200
49,1,1,20,34700
27,2,1,3,15300
25,2,1,1,13300
37,1,1,7,22200
29,1,1,6,17700
45,2,1,5,25300
27,1,1,3,15200
25,1,0.5,0,12650
30,3,1,4,17400
30,2,1,6,18300
31,1,1,9,20200
25,1,1,1,13200
24,1,1,1,12700
30,1,1,8,19200
29,2,1,6,17800
31,1,1,6,18700
34,2,1,12,23300
25,1,1,4,14700
30,1,1,7,18700
27,1,1,3,15200
32,1,1,5,18700
30,1,1,6,18200
52,2,1,22,37300
50,1,1,20,35200
28,1,1,5,16700
68,1,0,0,34100
32,2,1,5,18800
21,1,0.5,0,10650
27,2,1,2,14800
46,2,1,20,33300
33,1,1,8,20700
24,1,1,3,13700
37,1,0,0,18600
24,2,1,2,13300
26,1,1,5,15700
42,1,0,0,21100
36,2,1,12,24300
43,2,1,16,29800
21,1,0.5,0,10650
26,2,1,4,15300
28,2,1,6,17300
23,1,1,1,12200
34,1,1,11,22700
44,2,1,20,32300
30,2,1,7,18800
25,1,1,3,14200
32,2,1,6,19300
23,1,1,1,12200
33,1,1,10,21700
43,1,1,20,31700
26,1,1,0,13200
33,1,1,10,21700
22,1,1,3,12700
22,1,1,1,11700
43,2,1,33,38300
33,1,1,10,21700
23,1,1,4,13700
57,2,1,31,44300
36,2,1,9,22800
45,1,1,2,23700
35,2,1,12,23800
33,2,1,12,22800
48,1,1,8,28200
51,1,1,3,27200
37,1,1,15,26200
30,1,1,10,20200
24,1,1,3,13700
28,1,1,3,15700
50,2,1,19,34800
49,3,1,9,29400
25,1,1,3,14200
50,1,1,28,39200
37,2,1,14,25800
27,1,1,6,16700
32,2,1,5,18800
36,2,1,14,25300
28,2,1,10,19300
28,1,1,5,16700
41,1,1,2,21700
34,2,1,10,22300
26,1,1,5,15700
26,1,1,4,15200
20,1,0.5,0,10150
37,3,1,2,19900
26,1,1,0,13200
28,1,1,5,16700
23,1,1,4,13700
26,1,1,2,14200
32,2,1,9,20800
37,2,1,3,20300
28,3,1,6,17400
31,1,1,18,24700
23,1,0.5,0,11650
26,1,1,4,15200
24,1,0.5,0,12150
30,1,1,3,16700
31,2,1,10,20800
30,2,1,14,22300
29,2,1,5,17300
29,1,1,2,15700
23,1,1,3,13200
36,2,1,0,18300
34,1,1,9,21700
32,2,1,6,19300
29,1,1,6,17700
31,1,1,6,18700
34,2,1,6,20300
29,2,1,10,19800
52,2,1,28,40300
35,2,1,2,18800
22,1,1,1,11700
25,1,1,2,13700
33,2,1,8,20800
31,1,1,6,18700
21,1,0.5,0,10650
38,1,1,19,28700
31,2,1,1,16300
31,1,1,8,19700
25,1,1,2,13700
20,1,0.5,0,10150
41,1,1,15,28200
26,1,1,4,15200
25,1,1,3,14200
42,1,1,15,28700
37,2,1,12,24800
33,1,1,12,22700
26,1,1,4,15200
54,2,1,35,44800
35,3,1,1,18400
64,2,1,43,53800
25,1,1,4,14700
25,1,1,2,13700
25,2,1,4,14800
54,2,1,28,41300
26,2,1,7,16800
34,1,1,12,23200
42,2,1,20,31300
24,2,1,1,12800
28,1,1,7,17700
29,1,1,4,16700
26,2,1,1,13800
49,1,1,25,37200
30,1,1,5,17700
30,1,1,8,19200
50,2,1,32,41300
55,3,1,6,30900
18,1,0.5,0,9150
23,1,1,1,12200
36,1,1,9,22700
26,1,1,4,15200
27,1,1,6,16700
40,1,1,18,29200
27,1,1,1,14200
30,1,1,9,19700
29,3,1,3,16400
34,3,1,5,19900
22,1,0.5,0,11150
21,1,0.5,0,10650
27,2,1,3,15300
25,1,1,1,13200
33,2,1,7,20300
28,1,1,8,18200
31,2,1,9,20300
43,1,1,6,24700
24,1,1,4,14200
74,2,1,50,62300
27,1,1,2,14700
60,2,1,35,47800
33,1,1,5,19200
30,1,1,4,17200
28,2,1,4,16300
36,3,1,18,27400
30,1,1,8,19200
26,2,1,2,14300
38,2,1,15,26800
32,2,1,8,20300
38,2,1,20,29300
23,1,0.5,0,11650
34,1,1,2,18200
24,1,1,3,13700
24,1,1,2,13200
37,2,1,11,24300
30,2,1,12,21300
21,1,1,4,12700
31,2,1,3,17300
29,1,1,6,17700
20,1,0.5,0,10150
36,1,1,10,23200
38,1,1,5,21700
33,1,1,5,19200
39,2,1,6,22800
49,2,1,21,35300
21,2,1,2,11800
35,1,1,8,21700
37,3,1,11,24400
53,2,1,28,40800
33,3,1,3,18400
31,1,1,10,20700
40,2,1,13,26800
20,1,0.5,0,10150
33,2,1,18,25800
34,2,1,5,19800
28,1,1,12,20200
31,1,1,3,17200
33,2,1,15,24300
47,2,1,26,36800
22,3,1,0,11400
46,2,1,13,29800
50,1,1,23,36700
28,1,1,5,16700
27,1,1,5,16200
28,1,0,0,14100
28,1,1,7,17700
34,1,1,12,23200
34,1,1,11,22700
29,1,1,6,17700
31,1,1,4,17700
39,1,0,0,19600
33,1,1,15,24200
31,1,1,1,16200
31,1,1,12,21700
39,3,1,14,26900
31,1,1,8,19700
21,1,1,1,11200
29,1,1,7,18200
32,1,1,5,18700
35,1,1,15,25200
23,1,0.5,0,11650
37,1,1,15,26200
28,2,1,0,14300
26,1,1,5,15700
58,1,1,35,46700
53,1,1,29,41200
33,1,1,13,23200
43,3,1,15,29400
28,1,1,4,16200
35,2,1,5,20300
31,2,1,8,19800
42,1,1,0,21200
37,2,1,13,25300
27,1,1,5,16200
39,3,1,24,31900
32,2,1,10,21300
39,1,1,0,19700
25,1,1,2,13700
33,1,1,8,20700
26,1,1,0,13200
35,1,1,17,26200
25,2,0.5,0,12750
31,2,1,6,18800
43,1,0,0,21600
29,1,1,6,17700
30,2,1,7,18800
34,2,1,5,19800
42,2,1,12,27300
30,1,1,5,17700
26,2,1,5,15800
25,1,1,3,14200
27,1,1,8,17700
41,2,1,3,22300
51,2,1,26,38800
55,1,1,34,44700
31,1,1,6,18700
28,1,1,3,15700
53,3,1,25,39400
36,1,1,14,25200
47,1,1,25,36200
46,2,1,22,34300
55,1,1,29,42200
64,2,1,43,53800
32,2,1,0,16300
23,1,1,7,15200
36,1,1,16,26200
29,1,1,3,16200
25,1,1,8,16700
22,1,0.5,0,11150
23,1,1,0,11700
25,1,1,3,14200
32,1,1,10,21200
25,2,1,2,13800
31,2,1,12,21800
22,1,1,2,12200
39,1,1,13,26200
22,1,1,2,12200
29,1,1,4,16700
30,1,1,1,15700
49,2,1,30,39800
27,1,1,7,17200
29,1,1,4,16700
26,1,1,3,14700
37,2,1,1,19300
36,1,1,16,26200
31,1,1,6,18700
27,2,0,0,13700
22,1,1,4,13200
28,2,1,4,16300
36,2,1,15,25800
29,1,1,4,16700
32,2,1,6,19300
45,2,1,20,32800
28,1,1,1,14700
50,1,1,25,37700
28,2,1,9,18800
27,1,1,4,15700
28,1,1,2,15200
22,1,0.5,0,11150
38,3,1,16,27400
28,2,1,0,14300
32,2,1,10,21300
30,2,1,8,19300
38,1,1,5,21700
37,2,1,10,23800
24,1,1,3,13700
29,1,1,1,15200
22,1,1,2,12200
26,2,1,5,15800
49,2,1,25,37300
37,2,1,15,26300
28,1,1,3,15700
41,2,1,2,21800
30,1,1,5,17700
34,1,1,12,23200
36,1,0,0,18100
22,1,0,0,11100
30,1,1,0,15200
31,2,1,2,16800
33,2,1,10,21800
38,1,1,10,24200
28,1,1,4,16200
43,1,1,24,33700
41,1,1,20,30700
40,1,1,18,29200
25,2,1,2,13800
29,1,1,5,17200
47,1,1,24,35700
27,1,1,1,14200
35,1,1,17,26200
24,1,1,1,12700
35,1,1,11,23200
25,1,1,4,14700
34,2,1,1,17800
27,2,1,6,16800
24,2,1,0,12300
22,1,1,1,11700
24,1,1,3,13700
30,1,1,6,18200
30,1,1,10,20200
40,1,1,14,27200
24,1,1,2,13200
30,1,1,7,18700
34,2,1,9,21800
25,1,1,1,13200
32,1,1,0,16200
27,1,1,3,15200
24,1,1,0,12200
43,1,1,15,29200
37,2,1,2,19800
36,2,1,6,21300
25,1,1,5,15200
33,2,0.5,0,16750
25,1,1,2,13700
26,1,1,4,15200
21,1,0.5,0,10650
30,1,0,0,15100
36,2,1,12,24300
37,1,1,14,25700
25,1,1,3,14200
29,2,1,2,15800
31,2,1,6,18800
29,2,1,6,17800
38,1,1,5,21700
24,1,0,0,12100
24,1,1,1,12700
30,2,1,3,16800
34,2,1,12,23300
33,2,1,3,18300
49,1,1,20,34700
34,2,1,8,21300
28,1,1,8,18200
34,2,1,7,20800
30,1,1,6,18200
49,3,1,30,39900
30,1,1,8,19200
73,2,1,50,61800
26,1,0.5,0,13150
46,1,1,21,33700
41,2,1,12,26800
23,1,1,0,11700
24,1,1,2,13200
28,2,1,6,17300
22,1,0.5,0,11150
21,1,0.5,0,10650
24,1,1,3,13700
26,1,1,5,15700
24,1,1,2,13200
29,2,0.5,0,14750
27,1,1,1,14200
21,1,0.5,0,10650
29,2,1,3,16300
35,2,1,12,23800
20,1,0.5,0,10150
37,1,1,14,25700
39,1,1,16,27700
55,2,1,15,35300
36,2,1,12,24300
61,3,1,40,50900
24,1,1,2,13200
32,2,1,10,21300
49,2,1,30,39800
29,1,1,6,17700
24,1,1,3,13700
41,2,1,19,30300
61,3,0,0,30800
28,1,1,8,18200
31,2,1,9,20300
23,1,1,4,13700
35,2,1,10,22800
24,1,0.5,0,12150
24,1,1,3,13700
33,1,1,9,21200
30,1,1,9,19700
39,1,0,0,19600
24,1,1,4,14200
32,1,1,6,19200
30,1,1,2,16200
26,1,1,2,14200
25,1,1,3,14200
23,1,0.5,0,11650
30,1,1,9,19700
36,2,1,15,25800
38,2,1,8,23300
27,1,1,4,15700
30,2,1,7,18800
26,1,1,8,17200
27,1,1,7,17200
30,1,1,8,19200
42,1,1,15,28700
22,1,1,3,12700
33,1,1,10,21700
32,1,1,15,23700
32,2,1,11,21800
22,1,1,0,11200
29,1,1,5,17200
41,1,1,20,30700
24,1,1,3,13700
28,1,1,5,16700
76,1,1,45,60700
29,1,0.5,0,14650
31,1,1,10,20700
22,1,1,1,11700
24,2,1,4,14300
23,2,1,5,14300
32,2,1,7,19800
26,1,1,3,14700
29,1,1,4,16700
33,1,1,1,17200
22,1,0,0,11100
28,2,1,6,17300
62,3,0,0,31300
30,1,1,6,18200
32,2,1,7,19800
29,1,1,0,14700
31,1,1,11,21200
42,2,1,17,29800
33,3,1,15,24400
34,2,1,9,21800
30,1,1,4,17200
26,1,1,2,14200
32,2,1,9,20800
23,1,1,2,12700
33,1,0,0,16600
29,1,1,7,18200
34,2,1,10,22300
42,2,1,18,30300
43,1,1,20,31700
34,1,1,5,19700
31,2,1,5,18300
27,1,1,5,16200
29,1,1,0,14700
29,1,1,6,17700
24,1,0.5,0,12150
32,1,1,10,21200
24,2,1,3,13800
38,1,1,17,27700
22,1,1,1,11700
34,2,1,7,20800
35,1,1,7,21200
29,1,1,4,16700
32,2,1,10,21300
32,3,1,6,19400
48,2,1,20,34300
31,2,1,5,18300
35,1,1,13,24200
38,1,1,14,26200
35,2,1,10,22800
39,2,1,20,29800
31,2,1,5,18300
50,1,1,26,38200
34,1,1,5,19700
36,1,1,1,18700
32,2,1,3,17800
31,1,1,8,19700
24,1,1,4,14200
29,1,1,6,17700
31,1,1,8,19700
51,2,1,25,38300
32,1,1,11,21700
35,1,1,10,22700
40,2,1,16,28300
28,3,1,3,15900
36,2,1,5,20800
25,1,1,3,14200
46,2,1,14,30300
35,1,1,11,23200
33,1,1,10,21700
43,1,1,16,29700
28,1,1,6,17200
32,1,1,4,18200
30,1,1,8,19200
23,1,1,1,12200
28,2,1,2,15300
32,1,1,7,19700
44,1,1,23,33700
21,2,0.5,0,10750
33,1,1,4,18700
30,1,1,8,19200
31,1,1,12,21700
35,2,1,6,20800
25,2,1,3,14300
33,2,1,11,22300
22,1,0.5,0,11150
30,1,1,7,18700
24,1,0,0,12100
27,2,1,3,15300
36,1,0.5,0,18150
26,2,1,2,14300
38,1,1,1,19700
25,1,1,4,14700
28,2,1,6,17300
25,2,1,0,12800
29,1,1,7,18200
28,1,1,6,17200
26,1,1,2,14200
32,2,1,7,19800
29,1,1,1,15200
25,1,1,2,13700
38,2,0,0,19200
26,2,1,2,14300
31,1,0,0,15600
35,1,1,10,22700
28,1,1,7,17700
38,1,1,10,24200
32,1,1,7,19700
25,1,1,2,13700
26,2,1,3,14800
29,1,1,1,15200
30,1,1,0,15200
30,1,1,10,20200
31,1,1,8,19700
33,1,1,1,17200
30,1,1,7,18700
32,1,1,10,21200
22,1,1,2,12200
37,1,1,2,19700
32,1,1,12,22200
28,1,1,5,16700
23,1,0,0,11600
33,1,1,8,20700
37,1,1,11,24200
30,2,1,2,16300
25,1,0,0,12600
28,1,1,5,16700
55,1,1,33,44200
27,2,1,7,17300
32,2,1,10,21300
55,1,1,33,44200
49,1,1,27,38200
29,2,1,7,18300
30,1,1,5,17700
39,2,1,12,25800
24,1,1,3,13700
26,2,1,4,15300
36,3,1,20,28400
54,3,1,30,42400
25,1,1,3,14200
35,2,1,14,24800
27,2,1,3,15300
37,1,1,14,25700
28,1,1,4,16200
59,1,1,0,29700
42,2,1,19,30800
46,1,1,13,29700
40,2,1,15,27800
23,1,1,1,12200
30,1,0,0,15100
35,1,1,5,20200
39,2,1,16,27800
28,1,1,7,17700
40,1,1,4,22200
36,2,1,10,23300
34,2,1,6,20300
32,1,1,9,20700
28,2,1,2,15300
27,2,1,3,15300
48,1,1,0,24200
41,1,1,18,29700
28,1,1,5,16700
28,1,1,8,18200
31,1,1,10,20700
33,1,1,11,22200
27,1,1,2,14700
43,1,1,21,32200
31,2,1,8,19800
38,1,1,16,27200
43,2,1,22,32800
43,1,1,20,31700
35,2,1,11,23300
22,1,0.5,0,11150
28,1,1,3,15700
36,2,1,10,23300
21,1,0.5,0,10650
45,3,1,20,32900
30,2,1,3,16800
26,1,1,4,15200
26,1,1,5,15700
31,1,1,8,19700
24,1,1,2,13200
33,1,1,1,17200
30,1,1,5,17700
24,1,0,0,12100
25,1,1,2,13700
26,1,1,2,14200
33,2,1,8,20800
38,1,1,16,27200
27,2,1,4,15800
25,1,1,3,14200
27,2,1,5,16300
39,2,1,17,28300
26,2,1,4,15300
21,1,1,1,11200
61,1,1,40,50700
29,2,1,7,18300
26,1,1,2,14200
26,1,1,4,15200
34,2,1,14,24300
22,1,0.5,0,11150
27,1,1,4,15700
23,1,1,6,14700
25,1,1,2,13700
27,1,1,6,16700
27,2,1,4,15800
32,3,1,10,21400
24,1,0.5,0,12150
32,1,1,10,21200
18,1,1,2,10200
43,2,1,20,31800
40,1,1,14,27200
22,1,1,3,12700
26,2,0.5,0,13250
31,1,1,11,21200
33,2,1,15,24300
32,1,1,5,18700
23,1,1,1,12200
29,1,1,4,16700
42,1,1,30,36200
24,1,1,1,12700
27,1,1,4,15700
37,2,1,16,26800
22,2,0.5,0,11250
53,1,1,28,40700
31,1,1,9,20200
22,2,1,1,11800
27,1,1,5,16200
21,1,0.5,0,10650
50,3,1,25,37900
23,2,0.5,0,11750
38,1,1,15,26700
32,2,1,10,21300
36,1,1,0,18200
27,3,1,0,13900
28,1,1,5,16700
24,1,1,2,13200
25,2,1,5,15300
30,2,1,9,19800
21,1,1,0,10700
59,2,1,36,47800
30,2,1,7,18800
32,1,1,1,16700
26,1,1,4,15200
30,2,1,5,17800
28,1,1,4,16200
35,2,1,13,24300
32,3,1,9,20900
23,1,0.5,0,11650
30,1,1,8,19200
26,1,1,1,13700
23,1,1,0,11700
44,3,1,20,32400
24,1,1,2,13200
28,1,1,1,14700
32,1,1,2,17200
51,1,1,32,41700
41,1,1,20,30700
45,1,1,20,32700
27,1,1,5,16200
28,1,1,3,15700
36,3,1,12,24400
23,1,0.5,0,11650
30,1,1,7,18700
36,2,1,14,25300
38,1,1,6,22200
43,1,1,20,31700
32,1,1,4,18200
31,2,1,4,17800
29,2,1,5,17300
54,3,1,0,27400
28,1,1,5,16700
38,1,1,10,24200
39,2,1,11,25300
30,1,1,7,18700
37,1,1,11,24200
36,1,1,14,25200
25,1,1,2,13700
37,2,1,12,24800
43,3,1,20,31900
40,1,1,12,26200
36,3,1,10,23400
66,3,1,46,56400
30,3,1,8,19400
24,2,0.5,0,12250
21,1,0.5,0,10650
35,1,1,15,25200
33,1,1,10,21700
31,2,1,7,19300
24,1,1,6,15200
31,1,1,7,19200
26,1,1,2,14200
30,1,1,6,18200
49,1,1,27,38200
35,1,1,11,23200
27,2,1,8,17800
31,1,1,5,18200
29,1,1,6,17700
50,2,1,30,40300
39,1,1,10,24700
31,1,1,4,17700
40,1,1,14,27200
25,2,1,1,13300
23,1,1,4,13700
23,1,0.5,0,11650
26,1,1,3,14700
32,2,1,6,19300
27,1,1,2,14700
34,2,1,4,19300
24,1,1,4,14200
45,2,1,20,32800
34,3,1,6,20400
29,1,1,8,18700
28,1,1,4,16200
25,1,1,4,14700
28,1,1,2,15200
40,1,1,20,30200
33,1,1,9,21200
29,2,1,4,16800
21,1,0,0,10600
40,1,0,0,20100
51,1,1,30,40700
40,3,1,11,25900
34,2,1,12,23300
22,1,0,0,11100
23,2,1,0,11800
26,1,1,4,15200
35,2,1,11,23300
32,2,1,12,22300
29,3,1,6,17900
33,1,1,3,18200
28,1,1,8,18200
32,1,1,8,20200
36,2,1,13,24800
33,2,1,9,21300
27,1,1,4,15700
23,1,0.5,0,11650
35,1,1,10,22700
28,1,0.5,0,14150
26,1,1,3,14700
43,1,1,0,21700
35,2,1,13,24300
38,2,1,12,25300
24,1,1,2,13200
34,1,1,11,22700
30,2,1,5,17800
43,1,1,8,25700
39,1,1,12,25700
27,1,0,0,13600
32,2,1,1,16800
25,1,0.5,0,12650
27,1,1,6,16700
60,2,0,0,30200
46,2,1,15,30800
26,2,1,1,13800
29,1,1,6,17700
29,2,1,4,16800
25,2,0.5,0,12750
38,1,1,15,26700
43,3,1,9,26400
33,2,1,9,21300
41,2,1,9,25300
37,1,1,15,26200
28,1,1,6,17200
31,1,1,9,20200
23,1,1,2,12700
44,1,1,22,33200
29,2,1,8,18800
25,1,1,8,16700
27,1,1,4,15700
